Маска медицинская многоразовая,30 марта,https://tyumen.irr.ru/personal/beauty-health/medical-care/maska-medicinskaya-mnogorazovaya-advert739625766.html
Медицинские маски.  Новые.  В розницу,31 марта,https://surgut.irr.ru/personal/beauty-health/equipment/medicinskie-maski-novye-v-roznicu-advert738922318.html
