"2-к квартира, 64 м², 3/5 эт.",1 апреля 07:06,https://www.avito.ru/ekaterinburg/kvartiry/2-k_kvartira_64_m_35_et._1881120941
"1-к квартира, 46 м², 5/14 эт.",31 марта 21:34,https://www.avito.ru/ekaterinburg/kvartiry/1-k_kvartira_46_m_514_et._1210650441
"2-к квартира, 75 м², 7/18 эт.",31 марта 19:45,https://www.avito.ru/ekaterinburg/kvartiry/2-k_kvartira_75_m_718_et._1498377373
